DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,DT_POSSE,SG_UF,SG_UE,NM_UE,CD_CARGO,DS_CARGO,QT_VAGA
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RR,RR,RORAIMA,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,6,Deputado Federal,31
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,7,Deputado Estadual,55
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,RS,RS,RIO GRANDE DO SUL,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,6,Deputado Federal,16
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,7,Deputado Estadual,40
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SC,SC,SANTA CATARINA,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SE,SE,SERGIPE,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,6,Deputado Federal,70
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,7,Deputado Estadual,94
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,SP,SP,SÃO PAULO,10,2. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,3,Governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,4,Vice-governador,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,5,Senador,2
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,6,Deputado Federal,8
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,7,Deputado Estadual,24
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,9,1. Suplente,1
13/11/2024,10:55:17,2018,2,Eleição Ordinária,297,Eleições Gerais Estaduais 2018,07/10/2018,01/01/2019,TO,TO,TOCANTINS,10,2. Suplente,1
